time,bda_vert_size,bda_vert_size_user_setpoint,tetramm_1_current_1,ring_current
1743273688.6436224,1.05021,1.05,190.27774224173572,107.72181525414453
1743273691.1332827,1.05123,1.051,206.46640955062213,107.68976950790524
1743273693.6496792,1.0523200000000001,1.052,218.96845344884838,107.64231615176314
1743273695.9338243,1.0532400000000002,1.053,234.12274123237873,107.61311626597202
1743273698.4287553,1.05423,1.054,249.6795379065391,107.5815177416464
1743273700.7405164,1.05533,1.055,260.4743720726016,107.53366017529973
1743273703.122539,1.05623,1.056,273.8868798136614,107.5012525451124
1743273705.6104467,1.0572400000000002,1.057,288.47697897678097,107.52680098297225
1743273707.8409998,1.0583,1.058,299.8602995518653,107.49517589700436
1743273710.264087,1.05929,1.059,310.1760451655387,107.4631996850433
1743273712.6580038,1.0602500000000001,1.06,323.7212914438812,107.41552490691832
1743273715.1519082,1.06126,1.061,333.5151110705883,107.49818661738429
1743273717.469665,1.06231,1.062,342.58205994636654,107.46617100011701
1743273719.9575014,1.06325,1.063,355.53324373810767,107.41780889052669
1743273722.236984,1.06424,1.064,365.022938437821,107.38612007847779
1743273724.728046,1.06526,1.065,375.9603560632677,107.58901765948156
1743273727.114796,1.0662500000000001,1.066,384.49888033207833,107.55728007718515
1743273729.6075773,1.06725,1.067,393.77885426337167,107.50804580855036
1743273731.9920223,1.06824,1.068,403.1429946950537,107.47660706777201
1743273734.3730698,1.0692300000000001,1.069,411.44657428867794,107.44537331493156
1743273736.5856466,1.0703200000000002,1.07,419.4121657487273,107.61617215260817
1743273738.9692442,1.07122,1.071,428.251401299218,107.56832102596891
1743273741.2542539,1.07224,1.072,435.40963256653754,107.53616062788802
1743273743.5382268,1.0732400000000002,1.073,443.54885330284543,107.50373935583032
1743273745.927033,1.07424,1.074,452.32214792924253,107.66496280588606
1743273748.42096,1.0752400000000002,1.075,457.65519845925684,107.63299303101941
1743273750.8297093,1.0762900000000002,1.076,462.4810625244315,107.58496059970055
1743273753.14788,1.07736,1.077,471.5048536384011,107.55295858231722
1743273755.4325747,1.0782200000000002,1.078,478.23989390143527,107.71936924848353
1743273757.6523914,1.0793400000000002,1.079,484.31837658079957,107.67122931998126
1743273759.8487833,1.08034,1.08,488.564194784893,107.63864682343275
1743273762.1539009,1.08136,1.081,494.29006721220827,107.60715075218064
1743273764.4748359,1.0822800000000001,1.082,500.8519871468006,107.57518813954759
1743273766.862603,1.08325,1.083,505.28751654384826,107.66638035456444
1743273767.864647,1.084,1.084,503.8119695482002,107.64951651004561
1743273770.3605072,1.08524,1.085,518.0703604812908,107.61753741428085
1743273772.6988113,1.0862800000000001,1.086,519.4528472028327,107.56950998414175
1743273775.194268,1.08725,1.087,526.9130314295548,107.82562079862704
1743273777.5305748,1.08826,1.088,531.2900944031261,107.79364673963086
1743273780.0216837,1.08935,1.089,536.4873661180031,107.74549320683941
1743273782.5090246,1.09013,1.09,536.5830924085736,107.71253657880443
1743273785.1009867,1.09125,1.091,543.7939932194847,107.89904762187946
1743273787.4921875,1.0922500000000002,1.092,549.2311557599102,107.86703983676284
1743273789.9874372,1.09324,1.093,550.9189482984862,107.8183867949841
1743273792.4160812,1.0943100000000001,1.0939999999999999,553.7261828851147,107.7863109225881
1743273794.9062011,1.09524,1.095,556.6778227736083,108.09719164085872
1743273797.3333795,1.0963,1.096,561.727524055628,108.06441270849358
1743273799.7226186,1.0972700000000002,1.097,564.9328532747047,108.01697010146678
1743273802.1441798,1.0983,1.0979999999999999,568.1618676379468,107.98488062284339
1743273804.53009,1.09925,1.099,571.7087091860515,107.95213325723674
1743273806.9174118,1.10026,1.1,576.7520092871496,108.11458728155672
1743273809.2249749,1.1013000000000002,1.101,577.9542370017525,108.08168297207249
1743273811.6072,1.1022500000000002,1.1019999999999999,579.4561241328175,108.03433133660974
1743273814.0335643,1.1033700000000002,1.103,583.8314311172273,108.00181476065337
1743273816.4200819,1.10422,1.104,589.0852806658369,108.15379971353353
1743273818.7995446,1.10525,1.105,588.544349589987,108.10532220550581
1743273821.1829991,1.10623,1.1059999999999999,590.709867427872,108.07326284893598
1743273823.5653942,1.1072300000000002,1.107,596.1159513737567,108.04126870177467
1743273824.5524635,1.10807,1.108,594.9255441808046,108.02569478488839
1743273826.9371521,1.1092600000000001,1.109,601.3278183890085,108.03774983249515
1743273829.3228595,1.11023,1.1099999999999999,599.6613748406807,108.00571772105896
1743273831.7072332,1.1112300000000002,1.111,603.3367090259183,107.95729182488482
1743273833.8844514,1.11223,1.112,607.5088841494857,107.92459822707035
1743273836.2040806,1.11331,1.113,606.5287546473585,108.06562030956168
1743273838.692821,1.1142400000000001,1.1139999999999999,611.3970938048732,108.0170754355126
1743273841.0728638,1.11524,1.115,612.88117759562,107.98469143762065
1743273842.0542703,1.11609,1.116,612.0793288190688,107.96820667991905
1743273844.4383357,1.1172600000000001,1.117,618.6503472388271,107.9371843046136
1743273846.7213757,1.11823,1.1179999999999999,618.817166507225,108.14931695536096
1743273847.4841206,1.11901,1.119,619.7354758343017,108.14931695536096
1743273849.7700582,1.1204200000000002,1.1199999999999999,623.8192433249939,108.1002818931043
1743273851.7288826,1.1212000000000002,1.121,624.8676898342894,108.06875356747581
1743273854.004135,1.1222500000000002,1.1219999999999999,628.8835697052781,108.03584349826832
1743273856.279017,1.12324,1.123,629.5727038230021,108.32617596572402
1743273858.765828,1.1242400000000001,1.1239999999999999,632.2847496728316,108.27795148569307
1743273861.045449,1.12524,1.125,633.0382504925583,108.2448672684666
1743273863.4618983,1.12629,1.126,637.6647285885871,108.21288171864921
1743273865.5299659,1.12722,1.127,638.5848448592056,108.34735563462498
1743273868.0156744,1.1282400000000001,1.128,640.690319667698,108.29818798793558
1743273870.40675,1.1292300000000002,1.129,642.2216530653561,108.26524926967195
1743273872.7911122,1.13022,1.13,643.5950761652529,108.2172118166415
1743273875.1103675,1.13132,1.131,646.2272318086766,108.5057132357929
1743273877.4002783,1.13222,1.132,647.3088555773219,108.47422862715258
1743273879.8939166,1.13325,1.133,649.9292330120935,108.42481874377242
1743273882.183734,1.13423,1.134,652.3265661516485,108.39176104672319
1743273884.67945,1.1352200000000001,1.135,653.0508686231574,108.67715716525677
1743273887.0027456,1.1363,1.136,656.1990204751193,108.64493509421948
1743273889.3221054,1.13731,1.137,655.5568069956915,108.61303838742143
1743273891.6388044,1.13825,1.138,659.3887487153079,108.56428426698183
1743273894.1307383,1.13925,1.139,661.1997221206473,108.53166158490123
1743273896.623657,1.14025,1.14,664.2860862772525,108.70994827316464
1743273898.9133441,1.14125,1.141,667.262256675807,108.67759362365611
1743273901.4052966,1.14223,1.142,666.904873697063,108.64442626614841
1743273903.7960298,1.14325,1.143,666.6233340744215,108.59580040180263
1743273906.1794314,1.14425,1.144,669.0550617167823,108.84619599298681
1743273908.48842,1.14528,1.145,673.023464027074,108.81254776721936
1743273910.876239,1.1462400000000001,1.146,672.8652328061281,108.76391617644475
1743273913.2667646,1.1472,1.147,675.151675811138,108.73219865099983
1743273915.6516347,1.1482400000000001,1.148,675.9233277124592,108.7904199645564
1743273918.0429473,1.14925,1.149,678.9256681005281,108.75819645079821
1743273920.3528116,1.1503,1.15,679.0052203989493,108.72582459790604
1743273922.742968,1.1512300000000002,1.151,680.0437692438989,108.6768704868985
1743273925.0608096,1.15226,1.152,682.84204152168,108.93243542471909
1743273927.3411818,1.1532300000000002,1.153,685.8207709623041,108.89939491834976
1743273929.839758,1.1542400000000002,1.154,684.8512721524146,108.85039351512373
1743273932.120157,1.15525,1.155,687.7737452784444,108.81775866494907
1743273934.608099,1.1562400000000002,1.156,689.2618610205533,109.08255282516221
1743273936.7923062,1.15721,1.157,689.6911811511002,109.05001114223052
